NOC_Code,NOC Title,Outlook,,Release Date,Province,Economic Region Code,Economic Region Name,LANG
NOC_1315,Customs. ship and other brokers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1411,General office support workers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1414,Receptionists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1415,Personnel clerks,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1416,Court clerks,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1422,Data entry clerks,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1423,Desktop publishing operators and related occupations,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1431,Accounting and related clerks,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1432,Payroll clerks,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1434,Banking. insurance and other financial clerks,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1435,Collectors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1451,Library assistants and clerks,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1452,Correspondence. publication and regulatory clerks,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1454,Survey interviewers and statistical clerks,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1511,Mail. postal and related workers,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1512,Letter carriers,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1513,Couriers. messengers and door-to-door distributors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1521,Shippers and receivers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1522,Storekeepers and partspersons,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1523,Production logistics co-ordinators,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1524,Purchasing and inventory control workers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1525,Dispatchers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_1526,Transportation route and crew schedulers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2111,Physicists and astronomers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2112,Chemists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2113,Geoscientists and oceanographers,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2114,Meteorologists and climatologists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2115,Other professional occupations in physical sciences,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2121,Biologists and related scientists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2122,Forestry professionals,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2123,Agricultural representatives. consultants and specialists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2131,Civil engineers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2132,Mechanical engineers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2133,Electrical and electronics engineers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2134,Chemical engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2141,Industrial and manufacturing engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2142,Metallurgical and materials engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2143,Mining engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2144,Geological engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2145,Petroleum engineers,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2146,Aerospace engineers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2147,Computer engineers (except software engineers and designers),Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2148,Other professional engineers. n.e.c.,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2151,Architects,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2152,Landscape architects,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2153,Urban and land use planners,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2154,Land surveyors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2161,Mathematicians. statisticians and actuaries,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2171,Information systems analysts and consultants,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2172,Database analysts and data administrators,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2173,Software engineers and designers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2174,Computer programmers and interactive media developers,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2175,Web designers and developers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2211,Chemical technologists and technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2212,Geological and mineral technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2221,Biological technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2222,Agricultural and fish products inspectors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2223,Forestry technologists and technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2224,Conservation and fishery officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2225,Landscape and horticulture technicians and specialists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2231,Civil engineering technologists and technicians,Limited,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2232,Mechanical engineering technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2233,Industrial engineering and manufacturing technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2234,Construction estimators,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2241,Electrical and electronics engineering technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2242,Electronic service technicians (household and business equipment),Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2243,Industrial instrument technicians and mechanics,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2244,Aircraft instrument. electrical and avionics mechanics. technicians and inspectors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2251,Architectural technologists and technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2252,Industrial designers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2253,Drafting technologists and technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2254,Land survey technologists and technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2255,Technical occupations in geomatics and meteorology,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2261,Non-destructive testers and inspection technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2262,Engineering inspectors and regulatory officers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2263,Inspectors in public and environmental health and occupational health and safety,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2264,Construction inspectors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2271,Air pilots. flight engineers and flying instructors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2272,Air traffic controllers and related occupations,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2273,Deck officers. water transport,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2274,Engineer officers. water transport,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2275,Railway traffic controllers and marine traffic regulators,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2281,Computer network technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2282,User support technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_2283,Information systems testing technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3011,Nursing co-ordinators and supervisors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3012,Registered nurses and registered psychiatric nurses,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3111,Specialist physicians,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3112,General practitioners and family physicians,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3113,Dentists,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3114,Veterinarians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3121,Optometrists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3122,Chiropractors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3124,Allied primary health practitioners,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3125,Other professional occupations in health diagnosing and treating,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3131,Pharmacists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3132,Dietitians and nutritionists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3141,Audiologists and speech-language pathologists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3142,Physiotherapists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3143,Occupational therapists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3144,Other professional occupations in therapy and assessment,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3211,Medical laboratory technologists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3212,Medical laboratory technicians and pathologists' assistants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3213,Animal health technologists and veterinary technicians,Limited,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3214,Respiratory therapists. clinical perfusionists and cardiopulmonary technologists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3215,Medical radiation technologists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3216,Medical sonographers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3217,Cardiology technologists and electrophysiological diagnostic technologists. n.e.c.,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3219,Other medical technologists and technicians (except dental health),Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3221,Denturists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3222,Dental hygienists and dental therapists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3223,Dental technologists. technicians and laboratory assistants,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3231,Opticians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3232,Practitioners of natural healing,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3233,Licensed practical nurses,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3234,Paramedical occupations,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3236,Massage therapists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3237,Other technical occupations in therapy and assessment,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3411,Dental assistants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3413,Nurse aides. orderlies and patient service associates,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_3414,Other assisting occupations in support of health services,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4011,University professors and lecturers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4012,Post-secondary teaching and research assistants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4021,College and other vocational instructors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4031,Secondary school teachers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4032,Elementary school and kindergarten teachers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4033,Educational counsellors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4111,Judges,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4112,Lawyers and Quebec notaries,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4151,Psychologists,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4152,Social workers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4153,Family. marriage and other related counsellors,Good,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4154,Professional occupations in religion,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4155,Probation and parole officers and related occupations,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4156,Employment counsellors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4161,Natural and applied science policy researchers. consultants and program officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4162,Economists and economic policy researchers and analysts,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4163,Business development officers and marketing researchers and consultants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4164,Social policy researchers. consultants and program officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4165,Health policy researchers. consultants and program officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4166,Education policy researchers. consultants and program officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4167,Recreation. sports and fitness policy researchers. consultants and program officers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4168,Program officers unique to government,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4169,Other professional occupations in social science. n.e.c.,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4211,Paralegal and related occupations,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4212,Social and community service workers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4214,Early childhood educators and assistants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4215,Instructors of persons with disabilities,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4216,Other instructors,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4217,Other religious occupations,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4311,Police officers (except commissioned),Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4312,Firefighters,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4313,Non-commissioned ranks of the Canadian Forces,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4411,Home child care providers,Limited,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4412,Home support workers. housekeepers and related occupations,Limited,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4413,Elementary and secondary school teacher assistants,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4421,Sheriffs and bailiffs,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4422,Correctional service officers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_4423,By-law enforcement and other regulatory officers. n.e.c.,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5111,Librarians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5112,Conservators and curators,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5113,Archivists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5121,Authors and writers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5122,Editors,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5123,Journalists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5125,Translators. terminologists and interpreters,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5131,Producers. directors. choreographers and related occupations,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5132,Conductors. composers and arrangers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5133,Musicians and singers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5134,Dancers,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5135,Actors and comedians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5136,Painters. sculptors and other visual artists,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5211,Library and public archive technicians,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5212,Technical occupations related to museums and art galleries,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5221,Photographers,Fair,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5222,Film and video camera operators,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5223,Graphic arts technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5224,Broadcast technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5225,Audio and video recording technicians,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5226,Other technical and co-ordinating occupations in motion pictures. broadcasting and the performing arts,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5227,Support occupations in motion pictures. broadcasting. photography and the performing arts,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5231,Announcers and other broadcasters,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
NOC_5232,Other performers. n.e.c.,Undetermined,,18/12/2019,NL,1000,Newfoundland and Labrador,EN
